web-scraper-order,web-scraper-start-url,Date,Open,High,Low,Close,Volume,Market Cap
"1522069046-237","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Mar 09, 2018","702.20","729.16","648.11","728.92","2,233,020,000","68,863,600,000"
"1522069046-221","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Mar 25, 2018","522.70","535.82","515.66","524.29","1,151,170,000","51,431,600,000"
"1522069046-240","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Mar 06, 2018","853.82","853.82","809.93","816.95","1,943,070,000","83,680,400,000"
"1522069046-261","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 13, 2018","869.29","870.71","828.84","845.26","2,081,170,000","84,824,200,000"
"1522069046-247","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 27, 2018","870.37","896.26","867.10","878.27","2,053,980,000","85,177,800,000"
"1522069046-296","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Jan 09, 2018","1,146.00","1,320.98","1,145.49","1,299.74","7,965,460,000","110,999,000,000"
"1522069046-258","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 16, 2018","934.79","950.01","917.85","944.21","2,369,450,000","91,272,100,000"
"1522069046-291","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Jan 14, 2018","1,397.48","1,400.56","1,286.21","1,366.77","4,841,630,000","135,503,000,000"
"1522069046-299","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Jan 06, 2018","995.15","1,060.71","994.62","1,041.68","4,662,220,000","96,326,500,000"
"1522069046-270","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 04, 2018","964.67","969.03","805.06","834.68","2,997,090,000","93,953,400,000"
"1522069046-276","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Jan 29, 2018","1,246.70","1,256.70","1,169.08","1,182.36","3,715,080,000","121,269,000,000"
"1522069046-250","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 24, 2018","861.59","879.53","818.55","840.52","1,926,580,000","84,266,700,000"
"1522069046-228","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Mar 18, 2018","551.64","551.64","460.09","538.64","2,685,500,000","54,200,100,000"
"1522069046-253","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 21, 2018","894.14","912.38","830.56","849.97","2,531,730,000","87,394,200,000"
"1522069046-227","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Mar 19, 2018","546.63","558.10","519.12","556.73","2,046,790,000","53,718,600,000"
"1522069046-285","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Jan 20, 2018","1,044.95","1,167.11","1,044.95","1,155.15","3,975,190,000","101,451,000,000"
"1522069046-271","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 03, 2018","919.21","991.94","847.69","964.02","3,243,480,000","89,507,600,000"
"1522069046-259","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 15, 2018","923.73","951.95","911.11","936.98","2,900,100,000","90,173,300,000"
"1522069046-302","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Jan 03, 2018","886.00","974.47","868.45","962.72","5,093,160,000","85,703,500,000"
"1522069046-273","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 01, 2018","1,119.37","1,161.35","984.82","1,036.79","5,261,680,000","108,952,000,000"
"1522069046-266","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 08, 2018","755.84","845.09","755.84","817.81","3,708,190,000","73,676,900,000"
"1522069046-255","https://coinmarketcap.com/currencies/ethereum/historical-data/?start=20171226&end=20180326","Feb 19, 2018","921.67","957.78","921.55","943.87","2,169,020,000","90,047,700,000"
